,zmean,zmax,zmin,area,slope,lat,icecap
RGI60-08.00234,1353.590087890625,1779.5875,1195.8843,0.159,"0    23.6
Name: Slope, dtype: object",67.886,0
RGI60-08.00235,1448.2469482421875,1640.3231,1298.5813,0.068,"0    28.8
Name: Slope, dtype: object",67.969,0
RGI60-08.00236,1607.4190673828125,1967.7764,1267.7496,1.052,"0    21.7
Name: Slope, dtype: object",68.137,0
RGI60-08.00237,1573.5745849609375,1831.9753,1402.0409,0.201,"0    12.9
Name: Slope, dtype: object",68.128,0
RGI60-08.00238,1397.1236572265625,1726.738,1208.5074,0.171,"0    14.1
Name: Slope, dtype: object",68.062,0
RGI60-08.00239,1492.9207763671875,1726.7501,1301.7952,0.214,"0    18.1
Name: Slope, dtype: object",68.073,0
RGI60-08.00240,1429.11865234375,1656.5021,1304.4421,0.411,"0    12.3
Name: Slope, dtype: object",68.127,0
RGI60-08.00241,1756.114013671875,2005.0883,1453.1155,0.156,"0    34.3
Name: Slope, dtype: object",67.937,0
RGI60-08.00242,1335.78564453125,1525.6251,1256.2988,0.094,"0    15
Name: Slope, dtype: object",68.133,0
RGI60-08.00243,1583.1978759765625,1949.3398,1255.8678,0.252,"0    30
Name: Slope, dtype: object",68.152,0
RGI60-08.00244,1390.1014404296875,1724.748,1111.7041,0.241,"0    26.5
Name: Slope, dtype: object",68.002,0
RGI60-08.00245,1481.3360595703125,1867.3411,1142.5558,2.344,"0    14.2
Name: Slope, dtype: object",68.151,0
RGI60-08.00246,1511.39990234375,1877.873,1267.135,1.038,"0    11.6
Name: Slope, dtype: object",68.004,0
RGI60-08.00247,1380.7373046875,1611.058,1207.0945,0.31,"0    16.1
Name: Slope, dtype: object",67.99,0
RGI60-08.00248,1320.3548583984375,1913.509,1010.086,0.247,"0    26.7
Name: Slope, dtype: object",68.062,0
RGI60-08.00249,1655.3447265625,1975.0261,1325.8859,0.559,"0    19.1
Name: Slope, dtype: object",67.938,0
RGI60-08.00250,1693.832275390625,1825.9536,1430.1034,0.273,"0    14.8
Name: Slope, dtype: object",67.967,0
RGI60-08.00251,1467.359375,1966.2952,1160.7162,1.438,"0    16.9
Name: Slope, dtype: object",67.915,0
RGI60-08.00252,1658.7608642578125,1783.769,1485.1448,0.248,"0    24.4
Name: Slope, dtype: object",67.965,0
RGI60-08.00253,1531.6583251953125,1679.1627,1404.9309,0.144,"0    18.1
Name: Slope, dtype: object",68.098,0
RGI60-08.00254,1175.363525390625,1387.2975,1091.3223,0.176,"0    22
Name: Slope, dtype: object",68.426,0
RGI60-08.00255,1393.826171875,1581.0826,885.6287,0.458,"0    23.2
Name: Slope, dtype: object",68.357,0
RGI60-08.00256,1242.4530029296875,1440.6598,1119.4167,0.329,"0    16.1
Name: Slope, dtype: object",68.343,0
RGI60-08.00257,1282.551513671875,1553.0912,833.20404,0.743,"0    17.9
Name: Slope, dtype: object",68.352,0
RGI60-08.00258,1354.708984375,1536.3481,1154.3523,0.348,"0    22.4
Name: Slope, dtype: object",68.35,0
RGI60-08.00259,1262.41650390625,1542.82,925.8744,1.189,"0    16.4
Name: Slope, dtype: object",68.36,0
RGI60-08.00260,1269.557373046875,1354.4396,1205.2186,0.274,"0    6.3
Name: Slope, dtype: object",68.381,0
RGI60-08.00261,1422.5478515625,1589.4794,810.9531,0.949,"0    17.4
Name: Slope, dtype: object",68.374,0
RGI60-08.00262,1503.287109375,1777.8923,1275.4076,0.219,"0    23.3
Name: Slope, dtype: object",67.489,0
RGI60-08.00263,1533.7674560546875,1697.8182,1294.9817,0.251,"0    25.1
Name: Slope, dtype: object",63.02,0
RGI60-08.00264,1475.1912841796875,1691.6522,1285.9575,0.081,"0    24.3
Name: Slope, dtype: object",62.999,0
RGI60-08.00265,1502.8231201171875,1780.373,1248.5083,0.481,"0    23.6
Name: Slope, dtype: object",62.903,0
RGI60-08.00266,1490.1572265625,1634.5682,1352.7665,0.073,"0    24.5
Name: Slope, dtype: object",63.0,0
RGI60-08.00267,1444.2718505859375,1691.3911,1247.1411,0.656,"0    15.5
Name: Slope, dtype: object",65.898,0
RGI60-08.00268,1343.49951171875,1758.9735,1188.3721,0.433,"0    17.3
Name: Slope, dtype: object",65.897,0
RGI60-08.00269,1428.24658203125,1632.3569,1264.3954,0.176,"0    25.9
Name: Slope, dtype: object",65.848,0
RGI60-08.00270,1379.760986328125,1536.8821,1194.5333,0.406,"0    14.9
Name: Slope, dtype: object",65.928,0
RGI60-08.00271,1392.128173828125,1563.276,1209.9492,0.171,"0    21.3
Name: Slope, dtype: object",65.934,0
RGI60-08.00272,1434.9949951171875,1586.52,1264.3164,0.261,"0    18.4
Name: Slope, dtype: object",65.931,0
RGI60-08.00273,1319.0052490234375,1592.8789,1059.6469,0.217,"0    28.4
Name: Slope, dtype: object",65.853,0
RGI60-08.00274,1413.8790283203125,1600.0604,1218.8295,0.243,"0    21.4
Name: Slope, dtype: object",66.088,0
RGI60-08.00275,1404.667724609375,1573.9089,1247.6471,0.225,"0    18.1
Name: Slope, dtype: object",66.093,0
RGI60-08.00276,1024.1585693359375,1215.0778,812.2291,0.277,"0    9.199999999999999
Name: Slope, dtype: object",66.793,0
RGI60-08.00277,1148.962890625,1389.7947,930.37164,0.442,"0    16.2
Name: Slope, dtype: object",66.717,0
RGI60-08.00278,982.7948608398438,1449.7163,317.6967,3.813,"0    14
Name: Slope, dtype: object",66.564,0
RGI60-08.00279,1079.75439453125,1555.7181,537.2276,17.111,"0    4.8
Name: Slope, dtype: object",66.645,0
RGI60-08.00280,1273.48193359375,1547.4706,1008.84985,1.042,"0    13.5
Name: Slope, dtype: object",66.753,0
RGI60-08.00281,1014.8045654296875,1539.0679,201.55305,55.448,"0    6
Name: Slope, dtype: object",66.566,0
RGI60-08.00282,407.1160888671875,761.2393,192.35004,0.097,"0    27.2
Name: Slope, dtype: object",66.6,0
RGI60-08.00283,1079.0859375,1369.0344,678.76306,1.32,"0    12.3
Name: Slope, dtype: object",66.607,0
RGI60-08.00284,1082.1929931640625,1232.532,850.94226,1.036,"0    12.7
Name: Slope, dtype: object",66.546,0
RGI60-08.00285,1099.5888671875,1349.9729,592.3332,2.095,"0    15.7
Name: Slope, dtype: object",66.634,0
RGI60-08.00286,867.775146484375,1056.6475,608.33276,0.629,"0    12.5
Name: Slope, dtype: object",66.858,0
RGI60-08.00287,1051.996337890625,1582.2141,60.78238,41.235,"0    4.9
Name: Slope, dtype: object",66.685,0
RGI60-08.00288,900.181884765625,1153.4929,681.81146,0.033,"0    43.6
Name: Slope, dtype: object",66.705,0
RGI60-08.00289,1082.3173828125,1456.7417,68.42918,9.239,"0    10.5
Name: Slope, dtype: object",66.614,0
RGI60-08.00290,1071.16357421875,1456.7229,291.08118,12.54,"0    13
Name: Slope, dtype: object",66.603,0
RGI60-08.00291,1074.415771484375,1256.3405,482.33386,2.289,"0    14.3
Name: Slope, dtype: object",66.725,0
RGI60-08.00292,1082.2159423828125,1251.1187,563.99646,1.516,"0    10.9
Name: Slope, dtype: object",66.697,0
RGI60-08.00293,979.6219482421875,1212.7938,751.28235,0.813,"0    16
Name: Slope, dtype: object",66.764,0
RGI60-08.00294,974.5778198242188,1164.5464,723.32086,0.571,"0    10.7
Name: Slope, dtype: object",66.759,0
RGI60-08.00295,997.2088623046875,1233.9578,594.232,2.573,"0    15.6
Name: Slope, dtype: object",66.454,0
RGI60-08.00296,996.20703125,1230.7139,474.68582,2.919,"0    15.4
Name: Slope, dtype: object",66.418,0
RGI60-08.00297,1028.0142822265625,1287.5729,754.25507,2.971,"0    8.699999999999999
Name: Slope, dtype: object",66.433,0
RGI60-08.00298,1582.2052001953125,1823.34,1292.5988,9.936,"0    5.7
Name: Slope, dtype: object",60.566,0
RGI60-08.00299,1541.34326171875,1720.254,1369.0615,0.291,"0    16.1
Name: Slope, dtype: object",60.579,0
RGI60-08.00300,1632.3233642578125,1775.6361,1379.4541,1.824,"0    7.2
Name: Slope, dtype: object",60.535,0
RGI60-08.00301,1576.39892578125,1701.0634,1430.8723,0.534,"0    15.1
Name: Slope, dtype: object",60.726,0
RGI60-08.00302,1258.887939453125,1498.3153,872.064,0.188,"0    34
Name: Slope, dtype: object",68.871,0
RGI60-08.00303,1237.677490234375,1467.7332,985.4763,0.507,"0    22.4
Name: Slope, dtype: object",68.56,0
RGI60-08.00304,1097.507080078125,1271.7811,920.34,0.223,"0    25.3
Name: Slope, dtype: object",68.575,0
RGI60-08.00305,1209.5408935546875,1472.7739,1018.2372,0.254,"0    19.3
Name: Slope, dtype: object",68.723,0
RGI60-08.00306,1318.8760986328125,1442.1691,1092.8466,0.523,"0    14.8
Name: Slope, dtype: object",68.662,0
RGI60-08.00307,953.4383544921875,1217.656,602.59875,2.575,"0    10.9
Name: Slope, dtype: object",66.469,0
RGI60-08.00308,1035.6343994140625,1434.6233,740.3461,0.24,"0    33.1
Name: Slope, dtype: object",68.931,0
RGI60-08.00309,1046.8037109375,1198.696,912.39276,0.073,"0    26.1
Name: Slope, dtype: object",68.646,0
RGI60-08.00310,1286.8072509765625,1517.0381,808.0601,0.57,"0    17.6
Name: Slope, dtype: object",68.83,0
RGI60-08.00311,1205.27197265625,1326.5785,1025.9003,0.258,"0    8.9
Name: Slope, dtype: object",68.067,0
RGI60-08.00312,1762.1298828125,2118.5894,1290.8193,5.21,"0    13.7
Name: Slope, dtype: object",61.573,0
RGI60-08.00313,1090.4053955078125,1309.7133,816.10925,0.921,"0    24
Name: Slope, dtype: object",66.56,0
RGI60-08.00314,1649.61376953125,1953.0269,583.232,20.044,"0    5.6
Name: Slope, dtype: object",61.687,0
RGI60-08.00315,1283.1239013671875,1536.0018,1059.2026,0.139,"0    22.1
Name: Slope, dtype: object",61.802,0
RGI60-08.00316,1397.6068115234375,1688.2095,973.54034,0.696,"0    23.3
Name: Slope, dtype: object",61.784,0
RGI60-08.00317,1587.2486572265625,1844.6475,1162.859,0.528,"0    25.7
Name: Slope, dtype: object",61.742,0
RGI60-08.00318,1521.923095703125,1817.402,753.1824,11.751,"0    8.5
Name: Slope, dtype: object",61.707,0
RGI60-08.00319,1570.40673828125,1869.0269,474.79208,9.319,"0    12.7
Name: Slope, dtype: object",61.606,0
RGI60-08.00320,1466.2169189453125,1726.6614,534.17035,7.719,"0    11.5
Name: Slope, dtype: object",61.548,0
RGI60-08.00321,1428.314453125,1624.6636,945.7118,3.371,"0    13.8
Name: Slope, dtype: object",61.5,0
RGI60-08.00322,1558.398193359375,1836.5972,805.6361,6.038,"0    11.4
Name: Slope, dtype: object",61.714,0
RGI60-08.00323,1591.28515625,1869.0559,698.7306,6.555,"0    11.4
Name: Slope, dtype: object",61.634,0
RGI60-08.00324,1499.0787353515625,1719.3826,653.1998,5.151,"0    11.6
Name: Slope, dtype: object",61.55,0
RGI60-08.00325,1117.958251953125,1300.9537,749.39484,2.835,"0    8.699999999999999
Name: Slope, dtype: object",66.486,0
RGI60-08.00326,1158.2711181640625,1243.047,1014.8611,0.058,"0    21.1
Name: Slope, dtype: object",66.49,0
RGI60-08.00327,1587.753662109375,1797.629,1383.4097,1.089,"0    16.1
Name: Slope, dtype: object",61.631,0
RGI60-08.00328,1438.927734375,1620.2366,1230.4518,0.123,"0    33
Name: Slope, dtype: object",61.89,0
RGI60-08.00329,1605.8248291015625,1890.3217,861.08545,1.53,"0    14.5
Name: Slope, dtype: object",61.781,0
RGI60-08.00330,1450.1806640625,1689.3336,1191.639,0.212,"0    30.7
Name: Slope, dtype: object",61.884,0
RGI60-08.00331,1581.9927978515625,1806.1537,1110.0452,3.571,"0    14
Name: Slope, dtype: object",61.862,0
RGI60-08.00332,1523.2794189453125,1770.6978,1038.142,8.53,"0    8.300000000000001
Name: Slope, dtype: object",61.867,0
RGI60-08.00333,769.805419921875,1243.2854,278.88867,2.632,"0    17.2
Name: Slope, dtype: object",69.785,0
RGI60-08.00334,1429.0927734375,1687.9669,1244.082,0.124,"0    22.7
Name: Slope, dtype: object",62.209,0
RGI60-08.00335,1153.2386474609375,1714.6381,357.60367,5.108,"0    17.1
Name: Slope, dtype: object",69.491,0
RGI60-08.00336,1098.5228271484375,1224.2094,980.2447,0.084,"0    13.3
Name: Slope, dtype: object",61.753,0
RGI60-08.00337,1239.40234375,1415.1445,1049.8481,0.042,"0    31.2
Name: Slope, dtype: object",61.612,0
RGI60-08.00338,1619.31494140625,1782.1232,1541.5005,0.125,"0    9.699999999999999
Name: Slope, dtype: object",61.51,0
RGI60-08.00339,1739.89453125,1942.3881,1528.077,0.112,"0    30.4
Name: Slope, dtype: object",62.198,0
RGI60-08.00340,1062.1632080078125,1273.1344,628.62506,1.253,"0    15.5
Name: Slope, dtype: object",66.441,0
RGI60-08.00341,1074.91748046875,1177.8883,1040.5992,0.071,"0    15.5
Name: Slope, dtype: object",65.545,0
RGI60-08.00342,1920.2425537109375,2244.344,1697.4514,0.59,"0    16
Name: Slope, dtype: object",61.609,0
RGI60-08.00343,1629.9798583984375,1774.6912,1497.0052,0.129,"0    25
Name: Slope, dtype: object",62.112,0
RGI60-08.00344,1003.0320434570312,1102.8003,840.59576,0.197,"0    12.8
Name: Slope, dtype: object",66.493,0
RGI60-08.00345,1467.22705078125,1565.1868,1408.2365,0.112,"0    17.4
Name: Slope, dtype: object",60.629,0
RGI60-08.00346,1620.08984375,1793.2394,1234.4103,0.34,"0    25.7
Name: Slope, dtype: object",62.594,0
RGI60-08.00347,1718.606201171875,2005.3998,1494.5355,0.234,"0    28.8
Name: Slope, dtype: object",61.466,0
RGI60-08.00348,1331.789794921875,1464.1079,1174.6824,0.102,"0    28.2
Name: Slope, dtype: object",61.405,0
RGI60-08.00349,1421.8520390967308,1527.0,1258.0,0.086,"0    18.4
Name: Slope, dtype: object",59.773,0
RGI60-08.00350,1444.312255859375,1655.1472,992.7095,1.497,"0    19.4
Name: Slope, dtype: object",61.58,0
RGI60-08.00351,1491.9818115234375,1560.0289,1435.8108,0.143,"0    6.8
Name: Slope, dtype: object",60.675,0
RGI60-08.00352,1940.8031005859375,2248.249,1684.2065,0.629,"0    15.5
Name: Slope, dtype: object",61.523,0
RGI60-08.00353,842.4349975585938,1152.239,518.8188,0.352,"0    22.3
Name: Slope, dtype: object",68.523,0
RGI60-08.00354,844.14501953125,936.0332,713.75104,0.102,"0    9.4
Name: Slope, dtype: object",66.654,0
RGI60-08.00355,990.5610961914062,1123.9626,791.203,0.315,"0    9.800000000000001
Name: Slope, dtype: object",66.408,0
RGI60-08.00356,1051.6768798828125,1226.7715,762.06665,0.332,"0    17.6
Name: Slope, dtype: object",66.542,0
RGI60-08.00357,1402.916179337232,1497.0,1263.0,0.059,"0    16.6
Name: Slope, dtype: object",59.841,0
RGI60-08.00358,1824.3485107421875,2071.5923,1617.4254,0.229,"0    26.5
Name: Slope, dtype: object",61.608,0
RGI60-08.00359,1470.82666015625,1647.9948,1296.7352,0.154,"0    9.199999999999999
Name: Slope, dtype: object",62.522,0
RGI60-08.00360,1504.6143180531976,1624.0,1340.0,0.192,"0    23
Name: Slope, dtype: object",59.765,0
RGI60-08.00361,1179.4271240234375,1393.6324,1030.8616,0.092,"0    23.7
Name: Slope, dtype: object",67.299,0
RGI60-08.00362,1626.98681640625,1734.2588,1528.2667,0.134,"0    8.800000000000001
Name: Slope, dtype: object",60.632,0
RGI60-08.00363,835.6388549804688,1124.6646,532.94727,0.111,"0    27.3
Name: Slope, dtype: object",69.677,0
RGI60-08.00364,868.456787109375,1195.9839,534.066,0.347,"0    27.6
Name: Slope, dtype: object",69.536,0
RGI60-08.00365,1113.3924560546875,1356.3684,781.78485,0.686,"0    22.7
Name: Slope, dtype: object",66.891,0
RGI60-08.00366,1786.0552978515625,1905.0886,1635.4749,0.18,"0    17.4
Name: Slope, dtype: object",61.41,0
RGI60-08.00367,1215.648681640625,1305.1388,1104.4229,0.055,"0    13.9
Name: Slope, dtype: object",62.714,0
RGI60-08.00368,1512.817626953125,1605.4214,1357.5594,1.764,"0    5.4
Name: Slope, dtype: object",61.601,0
RGI60-08.00369,1397.5823849579417,1482.0,1305.0,0.051,"0    19.9
Name: Slope, dtype: object",59.804,0
RGI60-08.00370,1527.828125,1651.493,1444.9956,0.012,"0    20.1
Name: Slope, dtype: object",62.552,0
RGI60-08.00371,1217.4794921875,1424.5105,1063.3258,0.042,"0    13
Name: Slope, dtype: object",66.737,0
RGI60-08.00372,1157.7032470703125,1435.6007,829.7162,0.637,"0    15.1
Name: Slope, dtype: object",68.137,0
RGI60-08.00373,1233.3973388671875,1375.9108,912.5726,0.066,"0    32.6
Name: Slope, dtype: object",69.111,0
RGI60-08.00374,1497.2286376953125,1744.4312,1103.0061,0.279,"0    15.4
Name: Slope, dtype: object",61.425,0
RGI60-08.00375,1314.10302734375,1555.7986,1156.9323,0.354,"0    19.2
Name: Slope, dtype: object",61.503,0
RGI60-08.00376,1590.156005859375,1715.2216,1448.5294,0.126,"0    16.3
Name: Slope, dtype: object",60.547,0
RGI60-08.00377,1204.988037109375,1316.8765,1076.6193,0.071,"0    10.6
Name: Slope, dtype: object",65.263,0
RGI60-08.00378,1588.228271484375,1666.1799,1353.9551,0.07,"0    16.3
Name: Slope, dtype: object",62.248,0
RGI60-08.00379,1455.5574951171875,1533.8856,1255.8556,0.059,"0    14.4
Name: Slope, dtype: object",61.304,0
RGI60-08.00380,972.4744873046875,1053.2241,849.2753,0.199,"0    12.8
Name: Slope, dtype: object",67.364,0
RGI60-08.00381,1917.854736328125,2149.6675,1691.0792,0.107,"0    33.8
Name: Slope, dtype: object",61.613,0
RGI60-08.00382,1835.950439453125,1960.7644,1694.0789,0.135,"0    26.7
Name: Slope, dtype: object",61.755,0
RGI60-08.00383,1315.255859375,1421.3259,1170.5385,0.083,"0    26.8
Name: Slope, dtype: object",61.614,0
RGI60-08.00384,961.9188232421875,1234.5616,640.98804,0.072,"0    33.9
Name: Slope, dtype: object",69.383,0
RGI60-08.00385,1159.31591796875,1409.9476,991.16595,0.2,"0    21.6
Name: Slope, dtype: object",68.271,0
RGI60-08.00386,1768.2276611328125,1895.7523,1515.259,3.029,"0    7.1
Name: Slope, dtype: object",62.098,0
RGI60-08.00387,800.389892578125,1054.2892,619.3617,0.149,"0    32.9
Name: Slope, dtype: object",69.623,0
RGI60-08.00388,1224.2275390625,1425.4454,944.67676,0.025,"0    39.9
Name: Slope, dtype: object",69.53,0
RGI60-08.00389,1146.9625244140625,1209.1792,1065.553,0.069,"0    4.8
Name: Slope, dtype: object",66.734,0
RGI60-08.00390,1214.81396484375,1286.4883,1173.2805,0.035,"0    13.8
Name: Slope, dtype: object",66.854,0
RGI60-08.00391,1788.5322265625,1843.3134,1669.372,0.502,"0    5.4
Name: Slope, dtype: object",60.569,0
RGI60-08.00392,1549.5096435546875,1705.4103,1410.9221,0.189,"0    19
Name: Slope, dtype: object",61.764,0
RGI60-08.00393,1064.9927978515625,1236.5337,827.6881,0.112,"0    23.6
Name: Slope, dtype: object",67.631,0
RGI60-08.00394,803.0490112304688,916.0363,590.95715,0.078,"0    28.1
Name: Slope, dtype: object",69.72,0
RGI60-08.00395,1258.2974853515625,1413.8519,1044.2458,0.148,"0    12.2
Name: Slope, dtype: object",61.388,0
RGI60-08.00396,1409.2435302734375,1566.2001,1088.184,0.151,"0    26.8
Name: Slope, dtype: object",61.31,0
RGI60-08.00397,1358.53759765625,1449.1058,1243.7794,0.103,"0    16.2
Name: Slope, dtype: object",60.654,0
RGI60-08.00398,1405.54248046875,1628.3673,630.901,2.808,"0    13.3
Name: Slope, dtype: object",61.495,0
RGI60-08.00399,1902.738037109375,2139.0522,1549.4495,1.066,"0    16
Name: Slope, dtype: object",61.395,0
RGI60-08.00400,1403.6478271484375,1473.1185,1284.7535,0.064,"0    15
Name: Slope, dtype: object",62.119,0
RGI60-08.00401,1511.4249267578125,1679.0035,1373.9612,0.067,"0    21.2
Name: Slope, dtype: object",61.96,0
RGI60-08.00402,1421.8070068359375,1580.0935,1240.8549,0.064,"0    27.4
Name: Slope, dtype: object",61.951,0
RGI60-08.00403,1116.820068359375,1170.7352,881.0965,0.054,"0    10.8
Name: Slope, dtype: object",69.645,0
RGI60-08.00404,1149.388916015625,1316.0101,940.7016,0.114,"0    20.5
Name: Slope, dtype: object",66.997,0
RGI60-08.00405,1804.362548828125,2011.0308,1600.9575,0.572,"0    17.2
Name: Slope, dtype: object",61.804,0
RGI60-08.00406,1468.779541015625,1575.1201,1396.0839,0.147,"0    7.4
Name: Slope, dtype: object",61.423,0
RGI60-08.00407,793.3693237304688,1177.7594,597.40717,0.112,"0    34.6
Name: Slope, dtype: object",69.4,0
RGI60-08.00408,1939.9425048828125,2169.551,1751.6407,0.209,"0    30
Name: Slope, dtype: object",61.693,0
RGI60-08.00409,907.6754760742188,1122.1991,657.30664,0.232,"0    24.1
Name: Slope, dtype: object",69.842,0
RGI60-08.00410,1483.09326171875,1636.8556,1356.0563,0.015,"0    38.7
Name: Slope, dtype: object",62.254,0
RGI60-08.00411,1577.87939453125,1695.9783,1434.9103,0.092,"0    17.3
Name: Slope, dtype: object",62.187,0
RGI60-08.00412,1333.1337890625,1512.6061,1129.03,0.037,"0    26.1
Name: Slope, dtype: object",61.658,0
RGI60-08.00413,1012.5625610351562,1163.3601,885.83575,0.263,"0    15.7
Name: Slope, dtype: object",68.637,0
RGI60-08.00414,1185.4178466796875,1436.0492,748.95166,0.307,"0    27
Name: Slope, dtype: object",68.945,0
RGI60-08.00415,1081.426025390625,1273.3463,805.0426,1.048,"0    10.3
Name: Slope, dtype: object",66.763,0
RGI60-08.00416,1381.4981689453125,1657.9745,993.58344,2.573,"0    11.5
Name: Slope, dtype: object",68.131,0
RGI60-08.00417,1205.3126220703125,1356.8838,977.71045,0.27,"0    14.3
Name: Slope, dtype: object",66.885,0
RGI60-08.00418,1677.6204833984375,2047.1196,1394.3029,2.669,"0    11.9
Name: Slope, dtype: object",61.736,0
RGI60-08.00419,1258.9842529296875,1540.5114,926.04944,1.651,"0    11.5
Name: Slope, dtype: object",61.648,0
RGI60-08.00420,1303.2713623046875,1438.017,1141.2401,0.106,"0    18.8
Name: Slope, dtype: object",67.985,0
RGI60-08.00421,1370.2117919921875,1492.931,1221.1211,0.103,"0    20.1
Name: Slope, dtype: object",62.176,0
RGI60-08.00422,1828.279541015625,1914.5786,1743.3273,0.132,"0    12.1
Name: Slope, dtype: object",61.789,0
RGI60-08.00423,1778.5726318359375,1980.2521,1599.481,1.601,"0    14.4
Name: Slope, dtype: object",61.779,0
RGI60-08.00424,1383.944091796875,1673.1997,1104.5311,1.59,"0    15.3
Name: Slope, dtype: object",68.289,0
